Model Parameters: a, b, 1/eps, Lx, Ly, Dv = 0.84, 0.185, 18.1818, 50, 50, 0
Numerical Parameters: NX, NY, ts, delta = 501, 501, 0.8, 0.001 
File written: Tue Apr 16 22:23:16 2024
Comments: 2D 





Ascii values of u and v follow
0 4.08321e-08
0 3.91879e-08
0 3.76191e-08
0 3.61223e-08
0 3.46936e-08
0 3.33299e-08
0 3.20278e-08
0 3.07845e-08
0 2.95969e-08
0 2.84625e-08
0 2.73784e-08
0 2.63424e-08
0 2.53521e-08
0 2.44053e-08
0 2.35e-08
0 2.2634e-08
0 2.18055e-08
0 2.10128e-08
0 2.02543e-08
0 1.9528e-08
0 1.88328e-08
0 1.8167e-08
0 1.75292e-08
0 1.69182e-08
0 1.63327e-08
0 1.57716e-08
0 1.52337e-08
0 1.47179e-08
0 1.42232e-08
0 1.37487e-08
0 1.32934e-08
0 1.28566e-08
0 1.24372e-08
0 1.20347e-08
0 1.16481e-08
0 1.12769e-08
0 1.09202e-08
0 1.05776e-08
0 1.02484e-08
0 9.93184e-09
0 9.62762e-09
0 9.335e-09
0 9.05361e-09
0 8.78296e-09
0 8.5225e-09
0 8.27191e-09
0 8.03071e-09
0 7.7985e-09
0 7.57491e-09
0 7.3596e-09
0 7.1522e-09
0 6.9524e-09
0 6.75989e-09
0 6.57436e-09
0 6.39554e-09
0 6.22315e-09
0 6.05689e-09
0 5.89658e-09
0 5.74196e-09
0 5.59279e-09
0 5.44888e-09
0 5.31e-09
0 5.17595e-09
0 5.04654e-09
0 4.92163e-09
0 4.80102e-09
0 4.68453e-09
0 4.57201e-09
0 4.46334e-09
0 4.35835e-09
0 4.2569e-09
0 4.15887e-09
0 4.06412e-09
0 3.97255e-09
0 3.884e-09
0 3.79843e-09
0 3.71568e-09
0 3.63565e-09
0 3.55828e-09
0 3.4834e-09
0 3.41103e-09
0 3.34099e-09
0 3.27327e-09
0 3.20772e-09
0 3.1443e-09
0 3.08297e-09
0 3.02358e-09
0 2.96615e-09
0 2.91055e-09
0 2.85675e-09
0 2.80469e-09
0 2.7543e-09
0 2.70554e-09
0 2.65836e-09
0 2.61269e-09
0 2.56849e-09
0 2.52572e-09
0 2.48433e-09
0 2.44428e-09
0 2.40553e-09
0 2.36803e-09
0 2.33175e-09
0 2.29666e-09
0 2.26271e-09
0 2.22988e-09
0 2.19813e-09
0 2.16744e-09
0 2.13776e-09
0 2.10907e-09
0 2.08135e-09
0 2.05457e-09
0 2.0287e-09
0 2.00371e-09
0 1.97958e-09
0 1.9563e-09
0 1.93382e-09
0 1.91215e-09
0 1.89126e-09
0 1.87112e-09
0 1.85172e-09
0 1.83304e-09
0 1.81507e-09
0 1.79777e-09
0 1.78114e-09
0 1.76517e-09
0 1.74985e-09
0 1.73515e-09
0 1.72106e-09
0 1.70757e-09
0 1.69467e-09
0 1.68233e-09
0 1.67057e-09
0 1.65935e-09
0 1.64868e-09
0 1.63854e-09
0 1.62892e-09
0 1.61983e-09
0 1.61123e-09
0 1.60314e-09
0 1.59553e-09
0 1.58841e-09
0 1.58176e-09
0 1.57559e-09
0 1.56988e-09
0 1.56462e-09
0 1.55983e-09
0 1.55548e-09
0 1.55157e-09
0 1.54811e-09
0 1.54508e-09
0 1.54249e-09
0 1.54033e-09
0 1.5386e-09
0 1.5373e-09
0 1.53642e-09
0 1.53596e-09
0 1.53593e-09
0 1.53631e-09
0 1.53712e-09
0 1.53835e-09
0 1.54e-09
0 1.54208e-09
0 1.54458e-09
0 1.5475e-09
0 1.55084e-09
0 1.55462e-09
0 1.55883e-09
0 1.56347e-09
0 1.56854e-09
0 1.57405e-09
0 1.58001e-09
0 1.58642e-09
0 1.59328e-09
0 1.6006e-09
